ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,form_in_source
1753,rapanui,1432,avahi,a v a h i,,POLLEX,avahi
1754,rapanui,1432,tarai,t a r a i,,POLLEX,tarai
1755,rapanui,1432,motu,m o t u,,POLLEX,motu
2010,mangareva,1432,'akakiukiu,ʔ a k a k i u+ k i u,,POLLEX,'akakiukiu
2011,mangareva,1432,tarai,t a r a i,,POLLEX,tarai
3210,sikaiana,1432,sele,s e l e,,POLLEX,sele
3477,northmarquesan,1432,taài,t a ʔ a i,,POLLEX,taài
3478,northmarquesan,1432,kokoti,k o k o t i,,POLLEX,kokoti
3479,northmarquesan,1432,'ihi,ʔ i h i,,POLLEX,'ihi
4512,raivavae,1432,tapu te Ga'au,t a p u t e ɢ a ʔ a u,,Tamaititahio-1213-2015,tapu te Ga'au
4744,tuamotuan,1432,kokoti,k o k o t i,,POLLEX,kokoti
4745,tuamotuan,1432,ihi,i h i,,POLLEX,ihi
5258,rurutuan,1432,taapuu,t aː p uː,,Meyer-128-2005,taapuu
5757,hawaiian,1432,moku,m o k u,,71458,moku
5758,hawaiian,1432,'oki,ʔ o k i,,71458,'oki
869,maori,2101,mate,m a t e,,Biggs-85-2005,mate
1313,tahitian,2101,pohe,p o h e,,Clark-173-2005,pohe
1759,rapanui,2101,mate,m a t e,,POLLEX,mate
2015,mangareva,2101,mate,m a t e,,POLLEX,mate
3213,sikaiana,2101,mate,m a t e,,POLLEX,mate
3482,northmarquesan,2101,kèo,k e ʔ o,,POLLEX,kèo
3483,northmarquesan,2101,mate,m a t e,,POLLEX,mate
4515,raivavae,2101,mate,m a t e,,Tamaititahio-1213-2015,mate
4748,tuamotuan,2101,pohe,p o h e,,POLLEX,pohe
4749,tuamotuan,2101,mate,m a t e,,POLLEX,mate
5261,rurutuan,2101,mate,m a t e,,Meyer-128-2005,mate
5761,hawaiian,2101,make,m a k e,,71458,make
854,maori,1418,keri,k e r i,,Biggs-85-2005,keri
1298,tahitian,1418,'eru,ʔ e r u,,Clark-173-2005,'eru
1736,rapanui,1418,kakaro,k a k a r o,,POLLEX,kakaro
1737,rapanui,1418,keri,k e r i,,POLLEX,keri
1997,mangareva,1418,pokopoko,p o k o p o k o,,POLLEX,pokopoko
1998,mangareva,1418,keri,k e r i,,POLLEX,keri
3196,sikaiana,1418,keli,k e l i,,POLLEX,keli
3460,northmarquesan,1418,keì,k e ʔ i,,POLLEX,keì (i)
4501,raivavae,1418,ʔō,ʔ oː,,Tamaititahio-1213-2015,ʔō
4729,tuamotuan,1418,keri,k e r i,,POLLEX,keri
5241,rurutuan,1418,paʔi,p a ʔ i,,Meyer-128-2005,paʔi
5242,rurutuan,1418,ʔiri,ʔ i r i,,Meyer-128-2005,ʔiri
5743,hawaiian,1418,'eli,ʔ e l i,,71458,'eli
894,maori,1920,moemoeaa,m o e m o e aː,,Biggs-85-2005,moemoeaa
1342,tahitian,1920,ta'oto'otoaa,t a ʔ o t o ʔ o t o aː,,Clark-173-2005,ta'oto'otoaa
1343,tahitian,1920,moemoeaa,m o e m o e aː,,Clark-173-2005,moemoeaa
1788,rapanui,1920,moe,m o e,,POLLEX,moe
2050,mangareva,1920,moemoea,m o e m o e a,,POLLEX,moemoea
3524,northmarquesan,1920,moemoea,m o e m o e a,,POLLEX,moemoea
4540,raivavae,1920,moemoeā,m o e m o e aː,,Tamaititahio-1213-2015,moemoeā
4785,tuamotuan,1920,moemoeaa,m o e m o e aː,,POLLEX,moemoeaa
5293,rurutuan,1920,ʔaʔaʔeimoe,ʔ a ʔ a ʔ e i m o e,,Meyer-128-2005,ʔaʔaʔeimoe
5294,rurutuan,1920,moemoeaa,m o e m o e aː,,Meyer-128-2005,moemoeaa
5787,hawaiian,1920,moemoeā,m o e m o e aː,,71458,moemoeā
5788,hawaiian,1920,moe'uhane,m o e ʔ u h a n e,,71458,moe'uhane
904,maori,1401,inu,i n u,,Biggs-85-2005,inu
1353,tahitian,1401,inu,i n u,,Clark-173-2005,inu
1798,rapanui,1401,unu,u n u,,POLLEX,unu
2063,mangareva,1401,inu,i n u,,POLLEX,inu
3249,sikaiana,1401,unu,u n u,,POLLEX,unu
3535,northmarquesan,1401,inu,i n u,,POLLEX,inu
4549,raivavae,1401,inu,i n u,,Tamaititahio-1213-2015,inu
4797,tuamotuan,1401,inu,i n u,,POLLEX,inu
5307,rurutuan,1401,unu,u n u,,Meyer-128-2005,unu
5798,hawaiian,1401,inu,i n u,,71458,inu
907,maori,1336,kai,k a i,,Biggs-85-2005,kai
1357,tahitian,1336,'amu,ʔ a m u,,Clark-173-2005,'amu
1801,rapanui,1336,kai,k a i,,POLLEX,kai
2066,mangareva,1336,kai,k a i,,POLLEX,kai
3252,sikaiana,1336,kai,k a i,,POLLEX,kai
3539,northmarquesan,1336,'ai,ʔ a i,,POLLEX,'ai
4552,raivavae,1336,ʔamu,ʔ a m u,,Tamaititahio-1213-2015,ʔamu
4800,tuamotuan,1336,kai,k a i,,POLLEX,kai
5311,rurutuan,1336,ʔai,ʔ a i,,Meyer-128-2005,ʔai
5801,hawaiian,1336,'ai,ʔ a i,,71458,'ai
849,maori,1280,makere,m a k e r e,,Biggs-85-2005,makere
1293,tahitian,1280,topa,t o p a,,Clark-173-2005,topa
1730,rapanui,1280,higa,h i g a,,POLLEX,higa
1731,rapanui,1280,topa,t o p a,,POLLEX,topa
1989,mangareva,1280,topa,t o p a,,POLLEX,topa
1991,mangareva,1280,marere,m a r e r e,,POLLEX,marere
3190,sikaiana,1280,sina,s i n a,,POLLEX,sina
3448,northmarquesan,1280,huu te henua,h uː t e h e n u a,,POLLEX,huu te henua
3449,northmarquesan,1280,vi'i,v i ʔ i,,POLLEX,vi'i
3450,northmarquesan,1280,topa,t o p a,,POLLEX,topa
3451,northmarquesan,1280,hina,h i n a,,POLLEX,hina
3452,northmarquesan,1280,moku'u,m o k u ʔ u,,POLLEX,moku'u
3453,northmarquesan,1280,mekèe,m e k e ʔ e,,POLLEX,mekèe
4497,raivavae,1280,topa,t o p a,,Tamaititahio-1213-2015,topa
4719,tuamotuan,1280,topa,t o p a,,POLLEX,topa
4720,tuamotuan,1280,hiŋa,h i ŋ a,,POLLEX,hiŋa
4721,tuamotuan,1280,marere,m a r e r e,,POLLEX,marere
4722,tuamotuan,1280,makiri,m a k i r i,,POLLEX,makiri
5233,rurutuan,1280,topa,t o p a,,Meyer-128-2005,topa
5234,rurutuan,1280,marua,m a r u a,,Meyer-128-2005,marua
5738,hawaiian,1280,hā'ule,h aː ʔ u l e,,71458,hā'ule
922,maori,1419,mataku,m a t a k u,,Biggs-85-2005,mataku
1373,tahitian,1419,ri'ari'a,r i ʔ a r i ʔ a,,Clark-173-2005,ri'ari'a
1818,rapanui,1419,mataku,m a t a k u,,POLLEX,mataku
1819,rapanui,1419,riaria,r i a r i a,,POLLEX,riaria
2083,mangareva,1419,mataku,m a t a k u,,POLLEX,mataku
3268,sikaiana,1419,mataku,m a t a k u,,POLLEX,mataku
3559,northmarquesan,1419,ha'ameta'u,h a ʔ a m e t a ʔ u,,POLLEX,ha'ameta'u
4567,raivavae,1419,GiaGia,ɢ i a ɢ i a,,Tamaititahio-1213-2015,GiaGia
4822,tuamotuan,1419,mataku,m a t a k u,,POLLEX,mataku
5327,rurutuan,1419,meʔameʔa,m e ʔ a m e ʔ a,,Meyer-128-2005,meʔameʔa
5328,rurutuan,1419,mata'u,m a t a ʔ u,,Meyer-128-2005,mata'u
5329,rurutuan,1419,riʔariʔa,r i ʔ a r i ʔ a,,Meyer-128-2005,riʔariʔa
5819,hawaiian,1419,maka'u,m a k a ʔ u,,71458,maka'u
818,maori,2003,tere,t e r e,,Biggs-85-2005,tere
1263,tahitian,2003,tahe,t a h e,,Clark-173-2005,tahe
1699,rapanui,2003,tehe,t e h e,,POLLEX,tehe
1956,mangareva,2003,ta'e,t a ʔ e,,POLLEX,ta'e
3160,sikaiana,2003,lele,l e l e,,POLLEX,lele
3413,northmarquesan,2003,tahe,t a h e,,POLLEX,tahe
4473,raivavae,2003,tahe,t a h e,,Tamaititahio-1213-2015,tahe
4689,tuamotuan,2003,tahe,t a h e,,POLLEX,tahe
5201,rurutuan,2003,taʔe,t a ʔ e,,Meyer-128-2005,taʔe
5709,hawaiian,2003,kahe,k a h e,,71458,kahe
842,maori,1441,rere,r e r e,,Biggs-85-2005,rere
1287,tahitian,1441,rere,r e r e,,Clark-173-2005,rere
1722,rapanui,1441,rere,r e r e,,POLLEX,rere
1982,mangareva,1441,rere,r e r e,,POLLEX,rere
3184,sikaiana,1441,lele,l e l e,,POLLEX,lele
3441,northmarquesan,1441,ona,o n a,,POLLEX,ona
4491,raivavae,1441,GeGe,ɢ e ɢ e,,Tamaititahio-1213-2015,GeGe
4713,tuamotuan,1441,rere,r e r e,,POLLEX,rere
5226,rurutuan,1441,ʔaʔamaraʔa,ʔ a ʔ a m a r a ʔ a,,Meyer-128-2005,ʔaʔamaraʔa
5227,rurutuan,1441,rere,r e r e,,Meyer-128-2005,rere
5732,hawaiian,1441,lele,l e l e,,71458,lele
858,maori,479,tupu,t u p u,,Biggs-85-2005,tupu
1302,tahitian,479,tupu,t u p u,,Clark-173-2005,tupu
1742,rapanui,479,riku,r i k u,,POLLEX,riku
1743,rapanui,479,tupu,t u p u,,POLLEX,tupu
2003,mangareva,479,tupu,t u p u,,POLLEX,tupu
3200,sikaiana,479,tupu,t u p u,,POLLEX,tupu
3201,sikaiana,479,somo,s o m o,,POLLEX,somo
3468,northmarquesan,479,tupu,t u p u,,POLLEX,tupu
4505,raivavae,479,tupu,t u p u,,Tamaititahio-1213-2015,tupu
4733,tuamotuan,479,tupu,t u p u,,POLLEX,tupu
5247,rurutuan,479,tupu,t u p u,,Meyer-128-2005,tupu
5747,hawaiian,479,kupu,k u p u,,71458,kupu
5748,hawaiian,479,ulu,u l u,,71458,ulu
900,maori,1408,rongo,r o ŋ o,,Biggs-85-2005,rongo
1349,tahitian,1408,fa'aro'o,f a ʔ a r o ʔ o,,Clark-173-2005,fa'aro'o
1794,rapanui,1408,garo'a,g a r o ʔ a,,POLLEX,garo'a
2057,mangareva,1408,'akarongo,ʔ a k a r o ŋ o,,POLLEX,'akarongo
3244,sikaiana,1408,lono,l o n o,,POLLEX,lono
3531,northmarquesan,1408,'ono,ʔ o n o,,POLLEX,'ono
4546,raivavae,1408,haʔaGoʔo,h a ʔ a ɢ o ʔ o,,Tamaititahio-1213-2015,haʔaGoʔo
4791,tuamotuan,1408,roŋo,r o ŋ o,,POLLEX,roŋo
5302,rurutuan,1408,ʔiiroʔaroʔa,ʔ iː r o ʔ a r o ʔ a,,Meyer-128-2005,ʔiiroʔaroʔa
5794,hawaiian,1408,ho'olono,h o ʔ o l o n o,,71458,ho'olono
766,maori,602,huna,h u n a,,Biggs-85-2005,huna
1210,tahitian,602,taapuni,t aː p u n i,,Clark-173-2005,taapuni
1635,rapanui,602,romi,r o m i,,POLLEX,romi
1887,mangareva,602,pupuni,p u p u n i,,POLLEX,pupuni
3337,northmarquesan,602,hakanaa,h a k a n aː,,POLLEX,hakanaa
4428,raivavae,602,tāponiponi,t aː p o n i p o n i,,Tamaititahio-1213-2015,tāponiponi
4622,tuamotuan,602,taahuna,t aː h u n a,,POLLEX,taahuna
5143,rurutuan,602,ʔuna,ʔ u n a,,Meyer-128-2005,ʔuna
5656,hawaiian,602,hūnā,h uː n aː,,71458,hūnā
872,maori,1433,patu,p a t u,,Biggs-85-2005,patu
1316,tahitian,1433,taa'iri,t aː ʔ i r i,,Clark-173-2005,taa'iri
1762,rapanui,1433,tutu,t u t u,,POLLEX,tutu
2018,mangareva,1433,tata,t a t a,,POLLEX,tata
2019,mangareva,1433,patu,p a t u,,POLLEX,patu
2020,mangareva,1433,paki,p a k i,,POLLEX,pa(pa)ki
3216,sikaiana,1433,taa,t aː,,POLLEX,taa
3489,northmarquesan,1433,ta,t a,,POLLEX,ta
3490,northmarquesan,1433,pehi,p e h i,,POLLEX,pehi
3491,northmarquesan,1433,tuì,t u ʔ i,,POLLEX,tuì
3492,northmarquesan,1433,patu,p a t u,,POLLEX,patu
4517,raivavae,1433,paʔi,p a ʔ i,,Tamaititahio-1213-2015,paʔi
4753,tuamotuan,1433,tuki,t u k i,,POLLEX,tuki
4754,tuamotuan,1433,taa,t aː,,POLLEX,taa
4755,tuamotuan,1433,patu,p a t u,,POLLEX,patu
4756,tuamotuan,1433,papaki,p a p a k i,,POLLEX,papaki
5265,rurutuan,1433,taaʔiri,t aː ʔ i r i,,Meyer-128-2005,taaʔiri
5764,hawaiian,1433,ku'i,k u ʔ i,,71458,ku'i
5765,hawaiian,1433,hahau,h a h a u,,71458,hahau
855,maori,1448,pupuri,p u p u r i,,Biggs-85-2005,pupuri
1299,tahitian,1448,taape'a,t aː p e ʔ a,,Clark-173-2005,taape'a
1738,rapanui,1448,aaru,aː r u,,POLLEX,aaru
1739,rapanui,1448,kuku,k u k u,,POLLEX,kuku
1999,mangareva,1448,tāmau,t aː m a u,,POLLEX,tāmau
3197,sikaiana,1448,taohi,t aː o h i,,POLLEX,taohi
3461,northmarquesan,1448,mau,m a u,,POLLEX,mau
3462,northmarquesan,1448,ííma,ʔ i ʔ i m a,,POLLEX,ííma
4502,raivavae,1448,Gave,ɢ a v e,,Tamaititahio-1213-2015,Gave
4730,tuamotuan,1448,taŋo,t a ŋ o,,POLLEX,taŋo
5243,rurutuan,1448,taapeʔa,t aː p e ʔ a,,Meyer-128-2005,taapeʔa
5744,hawaiian,1448,paʻa,p a ʔ a,,71458,(hoʻo)paʻa
875,maori,1435,faifai,f a i f a i,,Biggs-85-2005,whaiwhai
1320,tahitian,1435,a'ua'u,a ʔ u a ʔ u,,Clark-173-2005,a'ua'u
1765,rapanui,1435,poko,p o k o,,POLLEX,poko
2023,mangareva,1435,aruaru,a r u a r u,,POLLEX,aruaru
3219,sikaiana,1435,sese,s e s e,,POLLEX,sese
3497,northmarquesan,1435,tatai,t a t a i,,POLLEX,tatai
4520,raivavae,1435,aʔuaʔu,a ʔ u a ʔ u,,Tamaititahio-1213-2015,aʔuaʔu
4760,tuamotuan,1435,akuaku,a k u a k u,,POLLEX,akuaku
5268,rurutuan,1435,aʔuaʔu,a ʔ u a ʔ u,,Meyer-128-2005,aʔuaʔu
5768,hawaiian,1435,hahai,h a h a i,,71458,hahai
870,maori,1417,patu,p a t u,,Biggs-85-2005,patu
1314,tahitian,1417,taparahi,t a p a r a h i,,Clark-173-2005,taparahi
1760,rapanui,1417,tiga'i,t i g a ʔ i,,POLLEX,tiga'i
2016,mangareva,1417,tina'i,t i n a ʔ i,,POLLEX,tina'i
3214,sikaiana,1417,taa,t aː,,POLLEX,taa
3484,northmarquesan,1417,pehi,p e h i,,POLLEX,pehi
3485,northmarquesan,1417,kukumi,k u k u m i,,POLLEX,kukumi
3486,northmarquesan,1417,haámate,h a ʔ a m a t e,,POLLEX,haámate
4750,tuamotuan,1417,patu,p a t u,,POLLEX,patu
4751,tuamotuan,1417,taparahi,t a p a r a h i,,POLLEX,taparahi
5262,rurutuan,1417,ta,t a,,Meyer-128-2005,ta
5263,rurutuan,1417,ʔaʔamate,ʔ a ʔ a m a t e,,Meyer-128-2005,ʔaʔamate
5762,hawaiian,1417,ho'omake,h o ʔ o m a k e,,71458,ho'omake
924,maori,1410,moohio,m oː h i o,,Biggs-85-2005,moohio
1375,tahitian,1410,'ite,ʔ i t e,,Clark-173-2005,'ite
1821,rapanui,1410,agi,a g i,,POLLEX,agi
2085,mangareva,1410,kite,k i t e,,POLLEX,kite
3270,sikaiana,1410,atamai,a t a m a i,,POLLEX,atamai
3271,sikaiana,1410,iloa,i l o a,,POLLEX,iloa
3561,northmarquesan,1410,hani,h a n i,,POLLEX,hani
4569,raivavae,1410,ʔite,ʔ i t e,,Tamaititahio-1213-2015,ʔite
4824,tuamotuan,1410,maatau,m aː t a u,,POLLEX,maatau
4825,tuamotuan,1410,kite,k i t e,,POLLEX,kite
5331,rurutuan,1410,ʔite,ʔ i t e,,Meyer-128-2005,ʔite
5821,hawaiian,1410,'ike,ʔ i k e,,71458,'ike
911,maori,1355,kata,k a t a,,Biggs-85-2005,kata
1361,tahitian,1355,'ata,ʔ a t a,,Clark-173-2005,'ata
1805,rapanui,1355,kata,k a t a,,POLLEX,kata
2071,mangareva,1355,kata,k a t a,,POLLEX,kata
3256,sikaiana,1355,kata,k a t a,,POLLEX,kata
3544,northmarquesan,1355,àta,ʔ a t a,,POLLEX,àta
4556,raivavae,1355,ʔata,ʔ a t a,,Tamaititahio-1213-2015,ʔata
4805,tuamotuan,1355,kata,k a t a,,POLLEX,kata
5315,rurutuan,1355,ata,a t a,,Meyer-128-2005,ata
5807,hawaiian,1355,'aka,ʔ a k a,,71458,'aka
895,maori,215,takoto,t a k o t o,,Biggs-85-2005,takoto
1344,tahitian,215,ta'oto,t a ʔ o t o,,Clark-173-2005,ta'oto
1789,rapanui,215,moe,m o e,,POLLEX,moe
2051,mangareva,215,'akaearanga,ʔ a k a e a r a ŋ a,,POLLEX,'akaearanga
3240,sikaiana,215,moe,m o e,,POLLEX,moe
3525,northmarquesan,215,moe,m o e,,POLLEX,moe
4541,raivavae,215,tīGaha,t iː ɢ a h a,,Tamaititahio-1213-2015,tīGaha
4786,tuamotuan,215,takoto,t a k o t o,,POLLEX,takoto
5295,rurutuan,215,taarava,t aː r a v a,,Meyer-128-2005,taarava
5296,rurutuan,215,tiipapa,t iː p a p a,,Meyer-128-2005,tiipapa
5297,rurutuan,215,tiiraʔa,t iː r a ʔ a,,Meyer-128-2005,tiiraʔa
5789,hawaiian,215,hina moe,h i n a m o e,,71458,hina moe
868,maori,1422,ora,o r a,,Biggs-85-2005,ora
1312,tahitian,1422,ora,o r a,,Clark-173-2005,ora
1758,rapanui,1422,ora,o r a,,POLLEX,ora
2014,mangareva,1422,ora,o r a,,POLLEX,ora
3212,sikaiana,1422,ola,o l a,,POLLEX,ola
3481,northmarquesan,1422,pohué,p o h u ʔ e,,POLLEX,pohué
4514,raivavae,1422,haʔaea,h a ʔ a e a,,Tamaititahio-1213-2015,haʔaea
4747,tuamotuan,1422,ora,o r a,,POLLEX,ora
5260,rurutuan,1422,ora,o r a,,Meyer-128-2005,ora
5760,hawaiian,1422,ola,o l a,,71458,ola
852,maori,1156,huaki,h u a k i,,Biggs-85-2005,huaki
1296,tahitian,1156,hua'i,h u a ʔ i,,Clark-173-2005,hua'i
1733,rapanui,1156,hahata,h a h a t a,,POLLEX,hahata
1995,mangareva,1156,'u'ure,ʔ u ʔ u r e,,POLLEX,'u'ure
3193,sikaiana,1156,taalaki,t aː l a k i,,POLLEX,taalaki
3194,sikaiana,1156,aaha,aː h a,,POLLEX,aaha
3457,northmarquesan,1156,pe'ua,p e ʔ u a,,POLLEX,pe'ua
3458,northmarquesan,1156,pepeu,p e p e u,,POLLEX,pepeu
4500,raivavae,1156,ʔiGiti,ʔ i ɢ i t i,,Tamaititahio-1213-2015,ʔiGiti
4727,tuamotuan,1156,heheu,h e h e u,,POLLEX,heheu
5238,rurutuan,1156,ʔuaʔi,ʔ u a ʔ i,,Meyer-128-2005,ʔuaʔi
5239,rurutuan,1156,ʔiriti,ʔ i r i t i,,Meyer-128-2005,ʔiriti
5741,hawaiian,1156,weke,w e k e,,71458,weke
860,maori,1486,too,t oː,,Biggs-85-2005,too
1304,tahitian,1486,tanu,t a n u,,Clark-173-2005,tanu
1745,rapanui,1486,oka,o k a,,POLLEX,oka
2004,mangareva,1486,tanu,t a n u,,POLLEX,tanu
3203,sikaiana,1486,too,t oː,,POLLEX,too/too
3470,northmarquesan,1486,nanu,n a n u,,POLLEX,nanu
4507,raivavae,1486,tanu,t a n u,,Tamaititahio-1213-2015,tanu
4735,tuamotuan,1486,tanu,t a n u,,POLLEX,tanu
5249,rurutuan,1486,tanu,t a n u,,Meyer-128-2005,tanu
5751,hawaiian,1486,kanu,k a n u,,71458,kanu
851,maori,354,tuki,t u k i,,Biggs-85-2005,tuki
1295,tahitian,354,paapaahia,p aː p aː h i a,,Clark-173-2005,paapaahia
1994,mangareva,354,tuki,t u k i,,POLLEX,tuki
3192,sikaiana,354,tuki,t u k i,,POLLEX,tuki
3456,northmarquesan,354,tuì,t u ʔ i,,POLLEX,tuì
4499,raivavae,354,oGooGo,o ɢ oː ɢ o,,Tamaititahio-1213-2015,oGooGo
4726,tuamotuan,354,tuki,t u k i,,POLLEX,tuki
5236,rurutuan,354,paʔi,p a ʔ i,,Meyer-128-2005,paʔi
5237,rurutuan,354,tuʔi,t u ʔ i,,Meyer-128-2005,tuʔi
5740,hawaiian,354,ku'i,k u ʔ i,,71458,ku'i
880,maori,1458,koorero,k oː r e r o,,Biggs-85-2005,koorero
1326,tahitian,1458,parau,p a r a u,,Clark-173-2005,parau
1771,rapanui,1458,kî,k iː,,POLLEX,kî
2031,mangareva,1458,ki,k i,,POLLEX,ki
3224,sikaiana,1458,tātala,t aː t a l a,,POLLEX,tātala
3503,northmarquesan,1458,tekao,t e k a o,,POLLEX,tekao
3504,northmarquesan,1458,peáu,p e ʔ a u,,POLLEX,peáu
4525,raivavae,1458,paGaupaGau,p a ɢ a u p a ɢ a u,,Tamaititahio-1213-2015,paGaupaGau
4768,tuamotuan,1458,parau,p a r a u,,POLLEX,parau
5275,rurutuan,1458,parau,p a r a u,,Meyer-128-2005,parau
5773,hawaiian,1458,'ōlelo,ʔ oː l e l o,,71458,'ōlelo
867,maori,1436,rakuraku,r a k u r a k u,,Biggs-85-2005,rakuraku
1311,tahitian,1436,ra'ura'u,r a ʔ u r a ʔ u,,Clark-173-2005,ra'ura'u
1756,rapanui,1436,raku,r a k u,,POLLEX,raku
1757,rapanui,1436,katikati,k a t i k a t i,,POLLEX,katikati
2012,mangareva,1436,kene'u,k e n e ʔ u,,POLLEX,kene'u
3211,sikaiana,1436,laku,l a k u,,POLLEX,laku/laku
3480,northmarquesan,1436,tuveé,t u v e ʔ e,,POLLEX,tuveé
4513,raivavae,1436,maʔeGo,m a ʔ e ɢ o,,Tamaititahio-1213-2015,maʔeGo
4746,tuamotuan,1436,raku,r a k u,,POLLEX,ra/raku/
5259,rurutuan,1436,raʔuraʔu,r a ʔ u r a ʔ u,,Meyer-128-2005,raʔuraʔu
5759,hawaiian,1436,walu,w a l u,,71458,walu
898,maori,1409,kite,k i t e,,Biggs-85-2005,kite
1347,tahitian,1409,'ite,ʔ i t e,,Clark-173-2005,'ite
1792,rapanui,1409,tikea,t i k e a,,POLLEX,tikea
2055,mangareva,1409,nana,n a n a,,POLLEX,nana
3242,sikaiana,1409,kite,k i t e,,POLLEX,kite
3528,northmarquesan,1409,íte,ʔ i t e,,POLLEX,íte
4544,raivavae,1409,ʔite,ʔ i t e,,Tamaititahio-1213-2015,ʔite
4789,tuamotuan,1409,kite,k i t e,,POLLEX,kite
5300,rurutuan,1409,naanaa,n aː n aː,,Meyer-128-2005,naanaa
5792,hawaiian,1409,'ike,ʔ i k e,,71458,'ike
877,maori,1457,tui,t u i,,Biggs-85-2005,tui
1322,tahitian,1457,nira,n i r a,,Clark-173-2005,nira
1323,tahitian,1457,au,a u,,Clark-173-2005,au
1768,rapanui,1457,tui,t u i,,POLLEX,tui
2025,mangareva,1457,tue,t u e,,POLLEX,tue
3221,sikaiana,1457,tui,t u i,,POLLEX,tui
3499,northmarquesan,1457,tui,t u i,,POLLEX,tui
4522,raivavae,1457,niGa,n i ɢ a,,Tamaititahio-1213-2015,niGa
4762,tuamotuan,1457,tui,t u i,,POLLEX,tui
5270,rurutuan,1457,tiiʔai,t iː ʔ a i,,Meyer-128-2005,tiiʔai
5271,rurutuan,1457,nira,n i r a,,Meyer-128-2005,nira
5272,rurutuan,1457,au,a u,,Meyer-128-2005,au
5770,hawaiian,1457,humuhumu,h u m u h u m u,,71458,humuhumu
874,maori,1172,fana,f a n a,,Biggs-85-2005,whana
1319,tahitian,1172,te'a,t e ʔ a,,Clark-173-2005,te'a
3495,northmarquesan,1172,puhi,p u h i,,POLLEX,puhi
3496,northmarquesan,1172,toi,t o i,,POLLEX,toi
4519,raivavae,1172,teʔa,t e ʔ a,,Tamaititahio-1213-2015,teʔa
4759,tuamotuan,1172,hana,h a n a,,POLLEX,hana
5267,rurutuan,1172,teʔa,t e ʔ a,,Meyer-128-2005,teʔa
5767,hawaiian,1172,pana,p a n a,,71458,pana
893,maori,1416,noho,n o h o,,Biggs-85-2005,noho
1341,tahitian,1416,paarahi,p aː r a h i,,Clark-173-2005,paarahi
1787,rapanui,1416,noho,n o h o,,POLLEX,noho
2049,mangareva,1416,no'o,n o ʔ o,,POLLEX,no'o
3239,sikaiana,1416,noho,n o h o,,POLLEX,noho
3523,northmarquesan,1416,noho,n o h o,,POLLEX,noho
4539,raivavae,1416,nohotu,n o h o t u,,Tamaititahio-1213-2015,nohotu
4784,tuamotuan,1416,noho,n o h o,,POLLEX,noho
5291,rurutuan,1416,noʔo,n o ʔ o,,Meyer-128-2005,noʔo
5292,rurutuan,1416,araʔi,a r a ʔ i,,Meyer-128-2005,araʔi
5786,hawaiian,1416,noho,n o h o,,71458,noho
896,maori,1585,moe,m o e,,Biggs-85-2005,moe
1345,tahitian,1585,ta'oto,t a ʔ o t o,,Clark-173-2005,ta'oto
1790,rapanui,1585,moe,m o e,,POLLEX,moe
2052,mangareva,1585,moe,m o e,,POLLEX,moe
3241,sikaiana,1585,moe,m o e,,POLLEX,moe
3526,northmarquesan,1585,hiamoe,h i a m o e,,POLLEX,hiamoe
4542,raivavae,1585,moe,m o e,,Tamaititahio-1213-2015,moe
4787,tuamotuan,1585,moe,m o e,,POLLEX,moe
5298,rurutuan,1585,moe,m o e,,Meyer-128-2005,moe
5790,hawaiian,1585,moe,m o e,,71458,moe
915,maori,1586,hongi,h o ŋ i,,Biggs-85-2005,hongi
1365,tahitian,1586,ho'i,h o ʔ i,,Clark-173-2005,ho'i
1366,tahitian,1586,hau'a,h a u ʔ a,,Clark-173-2005,hau'a
1810,rapanui,1586,hogi,h o g i,,POLLEX,hogi
2075,mangareva,1586,'ongi,ʔ o ŋ i,,POLLEX,'ongi
3260,sikaiana,1586,saona,s a o n a,,POLLEX,saona
3261,sikaiana,1586,sunu,s u n u,,POLLEX,sunu
3549,northmarquesan,1586,hone,h o n e,,POLLEX,hone
4560,raivavae,1586,hauʔa,h a u ʔ a,,Tamaititahio-1213-2015,hauʔa
4810,tuamotuan,1586,hoŋi,h o ŋ i,,POLLEX,hoŋi
5319,rurutuan,1586,ʔauʔa,ʔ a u ʔ a,,Meyer-128-2005,ʔauʔa
5811,hawaiian,1586,honi,h o n i,,71458,honi
908,maori,1440,tuha,t u h a,,Biggs-85-2005,tuha
1358,tahitian,1440,tutuha,t u t u h a,,Clark-173-2005,tutuha
1802,rapanui,1440,aanu,aː n u,,POLLEX,aanu
2067,mangareva,1440,kae,k a e,,POLLEX,kae
2068,mangareva,1440,anuanu,a n u a n u,,POLLEX,anuanu
3253,sikaiana,1440,sāvale,s aː v a l e,,POLLEX,sāvale
3540,northmarquesan,1440,tufa,t u f a,,POLLEX,tufa
4553,raivavae,1440,tūtuha,t uː t u h a,,Tamaititahio-1213-2015,tūtuha
4801,tuamotuan,1440,tufa,t u f a,,POLLEX,tufa
4802,tuamotuan,1440,anu,a n u,,POLLEX,anu
5312,rurutuan,1440,tutuʔa,t u t u ʔ a,,Meyer-128-2005,tutuʔa
5802,hawaiian,1440,kuha,k u h a,,71458,kuha
5803,hawaiian,1440,pupuhi,p u p u h i,,71458,pupuhi
864,maori,1437,waawaahi,w aː w aː h i,,Biggs-85-2005,waawaahi
1308,tahitian,1437,vaahi,v aː h i,,Clark-173-2005,vaahi
